customer_id,segment,industry,plan,mrr,clv,usage_score,nps_score,support_tickets,churn_probability,risk_category
CUST_002211,Mid-Market,Technology,Basic,49,631.6899999999999,64,17,4,0.9980755644618179,Very High Risk
CUST_004378,Startup,Healthcare,Basic,49,241.49,50,28,2,0.9980465192005542,Very High Risk
CUST_004966,Startup,Technology,Basic,49,354.72,45,29,2,0.9979571289696294,Very High Risk
CUST_004829,Small Business,Technology,Professional,149,1061.13,40,41,2,0.997925354581996,Very High Risk
CUST_003296,Small Business,Finance,Business,399,6439.99,42,14,2,0.9978473485846895,Very High Risk
CUST_001971,Small Business,Technology,Basic,49,911.66,53,65,3,0.9978075571473216,Very High Risk
CUST_002642,Small Business,Healthcare,Business,399,5832.41,65,82,0,0.9976992650681137,Very High Risk
CUST_003680,Small Business,Technology,Business,399,6943.46,45,0,5,0.997658435420669,Very High Risk
CUST_002260,Small Business,Healthcare,Basic,49,948.76,66,77,2,0.9976195868087361,Very High Risk
CUST_003034,Mid-Market,Manufacturing,Basic,49,655.08,62,-38,2,0.9976173243231738,Very High Risk
CUST_004237,Startup,Retail,Business,399,8009.53,52,-13,1,0.9976031645212796,Very High Risk
CUST_004069,Small Business,Finance,Professional,149,2302.24,44,33,1,0.9975713161505673,Very High Risk
CUST_004945,Small Business,Finance,Basic,49,695.03,78,35,2,0.9975281782258469,Very High Risk
CUST_001961,Startup,Finance,Business,399,2010.56,47,80,2,0.9974621567741945,Very High Risk
CUST_004862,Startup,Manufacturing,Business,399,1628.74,51,53,1,0.9974621567741945,Very High Risk
CUST_004427,Startup,Other,Professional,149,1209.09,44,-5,3,0.9974508895301163,Very High Risk
CUST_003201,Small Business,Real Estate,Professional,149,1822.12,42,-33,3,0.9974508895301163,Very High Risk
CUST_004718,Startup,Healthcare,Professional,149,3365.4500000000003,42,10,0,0.9974341837335863,Very High Risk
CUST_003588,Startup,Finance,Basic,49,813.92,54,-8,2,0.9974172781334151,Very High Risk
CUST_003707,Small Business,Manufacturing,Enterprise,999,16936.17,43,26,3,0.9974169526465937,Very High Risk
CUST_004464,Startup,Retail,Professional,149,1224.42,48,-42,2,0.9973856316059398,Very High Risk
CUST_002455,Small Business,Healthcare,Basic,49,496.19,52,67,3,0.9973701001475864,Very High Risk
CUST_000837,Small Business,Manufacturing,Basic,49,435.85,53,26,4,0.9973362646525409,Very High Risk
CUST_002687,Small Business,Technology,Enterprise,999,16846.23,47,43,1,0.9972280386679354,Very High Risk
CUST_000665,Startup,Technology,Professional,149,1138.93,43,9,0,0.99722798844921,Very High Risk
CUST_003650,Small Business,Healthcare,Business,399,3930.47,58,46,0,0.9971712007543093,Very High Risk
CUST_001129,Small Business,Healthcare,Basic,49,901.8199999999999,79,-46,1,0.997164867845147,Very High Risk
CUST_001069,Mid-Market,Real Estate,Professional,149,2547.4,65,50,3,0.9971382531322207,Very High Risk
CUST_002200,Mid-Market,Technology,Basic,49,640.49,63,0,4,0.9970971632925298,Very High Risk
CUST_004606,Small Business,Finance,Professional,149,3037.43,53,30,1,0.9970095854493474,Very High Risk
CUST_003947,Small Business,Technology,Business,399,4434.12,47,43,4,0.9969976397919497,Very High Risk
CUST_002023,Mid-Market,Education,Basic,49,418.15,52,-17,1,0.9969934648082912,Very High Risk
CUST_003574,Mid-Market,Finance,Basic,49,390.7,53,11,1,0.9969318871759083,Very High Risk
CUST_001115,Small Business,Healthcare,Business,399,5747.6,63,16,2,0.9968068742853043,Very High Risk
CUST_000221,Mid-Market,Real Estate,Basic,49,681.15,48,26,1,0.9967775003980229,Very High Risk
CUST_001119,Startup,Technology,Professional,149,2263.59,64,91,2,0.9967767194414427,Very High Risk
CUST_002307,Enterprise,Other,Professional,149,1966.89,50,-17,2,0.9967560650519793,Very High Risk
CUST_000337,Startup,Manufacturing,Professional,149,1096.01,44,63,0,0.9967331844157273,Very High Risk
CUST_002980,Enterprise,Manufacturing,Basic,49,426.4,51,19,3,0.9967241149603434,Very High Risk
CUST_002331,Mid-Market,Technology,Basic,49,823.81,47,9,1,0.9967219456621437,Very High Risk
CUST_002008,Startup,Real Estate,Professional,149,1946.43,44,-13,2,0.9966908071278029,Very High Risk
CUST_002909,Mid-Market,Other,Professional,149,1367.16,53,25,2,0.9966735611976625,Very High Risk
CUST_001537,Small Business,Retail,Enterprise,999,9136.1,79,81,0,0.9966330095905933,Very High Risk
CUST_002366,Small Business,Finance,Professional,149,1936.9,59,54,2,0.9965661521188047,Very High Risk
CUST_003367,Small Business,Technology,Business,399,2498.86,54,8,3,0.996501167912882,Very High Risk
CUST_001491,Mid-Market,Technology,Professional,149,1863.16,41,6,1,0.9964812234956442,Very High Risk
CUST_001448,Startup,Finance,Business,399,2418.26,43,-20,3,0.9964491091784735,Very High Risk
CUST_001087,Mid-Market,Technology,Professional,149,2423.8,64,60,3,0.9963239119256102,Very High Risk
CUST_002917,Mid-Market,Technology,Professional,149,3267.33,59,7,3,0.9963239119256102,Very High Risk
CUST_004754,Mid-Market,Real Estate,Professional,149,2539.19,69,27,4,0.9962820070555145,Very High Risk
CUST_004884,Startup,Healthcare,Professional,149,3200.54,45,23,2,0.9961870305399938,Very High Risk
CUST_003746,Startup,Healthcare,Basic,49,284.78999999999996,59,69,1,0.9961655425796901,Very High Risk
CUST_003403,Small Business,Technology,Basic,49,722.9300000000001,53,61,2,0.9961641109629669,Very High Risk
CUST_000656,Enterprise,Technology,Business,399,7220.35,55,13,4,0.9961459943987687,Very High Risk
CUST_000023,Small Business,Real Estate,Professional,149,3274.3,48,52,2,0.9961357200797265,Very High Risk
CUST_001972,Small Business,Retail,Professional,149,3000.56,42,46,2,0.9961357200797265,Very High Risk
CUST_000822,Mid-Market,Retail,Business,399,6395.4,44,47,0,0.9960090719091944,Very High Risk
CUST_000828,Small Business,Finance,Basic,49,1121.86,55,58,2,0.9959755048591934,Very High Risk
CUST_002609,Small Business,Manufacturing,Basic,49,962.58,67,-15,3,0.9959317533242538,Very High Risk
CUST_004488,Mid-Market,Healthcare,Basic,49,203.14,61,-47,1,0.9958678710273289,Very High Risk
CUST_001808,Mid-Market,Finance,Business,399,3287.26,55,8,0,0.9958448924734087,Very High Risk
CUST_002840,Mid-Market,Finance,Business,399,6002.5599999999995,47,5,5,0.9958259056892121,Very High Risk
CUST_002416,Mid-Market,Healthcare,Professional,149,1057.94,43,34,4,0.9958100490045466,Very High Risk
CUST_003275,Small Business,Manufacturing,Professional,149,809.79,47,12,3,0.9957908369730637,Very High Risk
CUST_001454,Small Business,Other,Basic,49,787.8,66,41,2,0.9957624956100175,Very High Risk
CUST_001446,Startup,Healthcare,Business,399,7554.95,66,36,1,0.9957161457490206,Very High Risk
CUST_002539,Startup,Manufacturing,Professional,149,2442.94,55,-17,1,0.9956787718468434,Very High Risk
CUST_002765,Startup,Healthcare,Professional,149,2745.44,46,-8,3,0.9956777595320819,Very High Risk
CUST_001532,Small Business,Retail,Basic,49,686.16,57,-41,2,0.995675135804908,Very High Risk
CUST_000718,Mid-Market,Healthcare,Basic,49,599.04,70,64,3,0.995542995576078,Very High Risk
CUST_001825,Startup,Education,Business,399,3527.04,43,-23,0,0.9955192382851645,Very High Risk
CUST_002756,Mid-Market,Healthcare,Professional,149,978.0,72,34,2,0.9955158235002766,Very High Risk
CUST_004145,Small Business,Healthcare,Basic,49,540.31,62,76,2,0.9954656959757778,Very High Risk
CUST_001915,Startup,Technology,Professional,149,2436.38,59,77,2,0.9954459058389388,Very High Risk
CUST_002862,Startup,Finance,Basic,49,1000.98,41,40,1,0.9953677575038539,Very High Risk
CUST_001210,Mid-Market,Technology,Basic,49,1101.18,57,83,2,0.9953276011954197,Very High Risk
CUST_004834,Small Business,Technology,Professional,149,2803.7200000000003,58,26,2,0.9952834015252425,Very High Risk
CUST_002364,Small Business,Finance,Basic,49,406.13,31,90,1,0.9952804631140953,Very High Risk
CUST_002471,Mid-Market,Other,Business,399,3223.08,51,42,4,0.9952680258914754,Very High Risk
CUST_003053,Mid-Market,Technology,Business,399,2450.04,66,83,1,0.9952505066053018,Very High Risk
CUST_003244,Mid-Market,Healthcare,Enterprise,999,14817.15,72,41,1,0.9952457620198384,Very High Risk
CUST_003899,Mid-Market,Retail,Basic,49,553.56,58,62,3,0.9952440115124461,Very High Risk
CUST_001299,Small Business,Technology,Business,399,7007.5599999999995,69,-3,1,0.9951779545853046,Very High Risk
CUST_001222,Mid-Market,Healthcare,Basic,49,201.47,44,55,0,0.9951665427886089,Very High Risk
CUST_001391,Mid-Market,Finance,Business,399,3283.19,59,4,2,0.9950888434185903,Very High Risk
CUST_004157,Enterprise,Manufacturing,Business,399,8547.21,50,28,1,0.9950672198845661,Very High Risk
CUST_002185,Small Business,Healthcare,Basic,49,996.24,72,-15,3,0.995006254766854,Very High Risk
CUST_000600,Startup,Manufacturing,Professional,149,3119.37,53,26,2,0.994997665902823,Very High Risk
CUST_001616,Mid-Market,Healthcare,Professional,149,3056.87,60,-25,3,0.9949148312085228,Very High Risk
CUST_002057,Mid-Market,Technology,Professional,149,912.24,55,90,2,0.9947838022190577,Very High Risk
CUST_000512,Small Business,Manufacturing,Business,399,6835.23,62,-6,1,0.9947454536994109,Very High Risk
CUST_003772,Mid-Market,Technology,Business,399,6013.5,46,48,1,0.9946683876660551,Very High Risk
CUST_001287,Startup,Finance,Business,399,3372.37,55,-30,2,0.994578911805192,Very High Risk
CUST_003088,Startup,Finance,Basic,49,988.15,21,45,3,0.9945644733205138,Very High Risk
CUST_003700,Enterprise,Healthcare,Basic,49,943.6,44,6,0,0.9945505287739173,Very High Risk
CUST_004478,Small Business,Retail,Basic,49,257.61,29,66,2,0.9944705457587234,Very High Risk
CUST_001659,Small Business,Technology,Basic,49,587.54,61,82,3,0.9944691874870314,Very High Risk
CUST_001332,Mid-Market,Finance,Professional,149,3230.93,72,87,1,0.9944369938418578,Very High Risk
CUST_000836,Startup,Retail,Business,399,1986.09,75,88,2,0.9944356739996397,Very High Risk
CUST_000524,Small Business,Healthcare,Basic,49,684.04,77,-26,3,0.9943449514125229,Very High Risk
CUST_000457,Startup,Education,Basic,49,737.78,77,8,4,0.9943449514125229,Very High Risk
CUST_001556,Small Business,Finance,Basic,49,391.54,23,43,2,0.9943104333273393,Very High Risk
CUST_004616,Small Business,Retail,Professional,149,3032.19,60,36,2,0.9942926363632278,Very High Risk
CUST_000954,Small Business,Healthcare,Basic,49,243.73000000000002,69,50,2,0.9942796934883462,Very High Risk
CUST_004988,Small Business,Finance,Professional,149,1736.3700000000001,56,94,2,0.9942619238650355,Very High Risk
CUST_002872,Startup,Healthcare,Professional,149,3351.4,65,-30,3,0.9942548412436981,Very High Risk
CUST_003040,Small Business,Finance,Basic,49,655.26,30,54,2,0.9942460561521942,Very High Risk
CUST_004117,Small Business,Manufacturing,Basic,49,994.09,64,96,0,0.9941886387117568,Very High Risk
CUST_003147,Startup,Healthcare,Basic,49,794.12,30,39,2,0.9941622522514756,Very High Risk
CUST_003932,Startup,Technology,Basic,49,1112.39,63,19,2,0.9941546432242261,Very High Risk
CUST_004808,Enterprise,Retail,Basic,49,249.57,47,-16,5,0.9941434379835465,Very High Risk
CUST_001306,Startup,Healthcare,Basic,49,960.3100000000001,35,12,2,0.9941424128561047,Very High Risk
CUST_001086,Mid-Market,Healthcare,Business,399,3183.31,58,53,1,0.9941154182362979,Very High Risk
CUST_004319,Small Business,Technology,Basic,49,353.08,63,87,0,0.9941117526395109,Very High Risk
CUST_003906,Small Business,Technology,Basic,49,936.26,49,14,2,0.9940951328611708,Very High Risk
CUST_000339,Startup,Real Estate,Basic,49,439.96000000000004,11,11,2,0.9940859437208098,Very High Risk
CUST_003743,Small Business,Healthcare,Enterprise,999,14084.91,42,17,0,0.9940847697609126,Very High Risk
CUST_000974,Small Business,Technology,Basic,49,1089.57,56,33,0,0.9940022777193949,Very High Risk
CUST_002399,Mid-Market,Real Estate,Professional,149,1857.47,69,59,2,0.9939927396256474,Very High Risk
CUST_004898,Small Business,Retail,Business,399,8895.32,45,64,2,0.9939365251552964,Very High Risk
CUST_003773,Small Business,Healthcare,Basic,49,1079.21,45,78,3,0.9938987151718642,Very High Risk
CUST_002726,Mid-Market,Education,Business,399,7029.17,59,30,3,0.9938856117940459,Very High Risk
CUST_003454,Mid-Market,Retail,Professional,149,1040.54,74,24,1,0.9938430050851358,Very High Risk
CUST_002261,Mid-Market,Technology,Business,399,2426.04,70,51,1,0.9938430050851358,Very High Risk
CUST_000100,Mid-Market,Manufacturing,Basic,49,287.19,76,13,1,0.9938384508061319,Very High Risk
CUST_002802,Startup,Healthcare,Professional,149,867.6,65,-46,1,0.9937281032711348,Very High Risk
CUST_003341,Small Business,Retail,Business,399,7136.8099999999995,14,44,3,0.9937233256746792,Very High Risk
CUST_000593,Enterprise,Finance,Basic,49,883.4,66,65,3,0.9936064273387314,Very High Risk
CUST_002065,Startup,Manufacturing,Enterprise,999,22085.57,49,28,3,0.9936051284490243,Very High Risk
CUST_004611,Small Business,Retail,Business,399,2330.25,42,30,4,0.993534199905488,Very High Risk
CUST_003388,Startup,Education,Basic,49,435.45,33,15,2,0.9934361387968222,Very High Risk
CUST_003273,Small Business,Manufacturing,Basic,49,454.53,36,34,4,0.9934361387968222,Very High Risk
CUST_002301,Startup,Healthcare,Basic,49,856.95,0,10,3,0.9933194609266971,Very High Risk
CUST_004239,Small Business,Real Estate,Basic,49,467.59000000000003,38,44,1,0.9933165838670739,Very High Risk
CUST_003701,Startup,Technology,Business,399,8318.83,47,-44,2,0.9931793907480349,Very High Risk
CUST_000052,Small Business,Technology,Business,399,8120.14,46,-24,2,0.9931793907480349,Very High Risk
CUST_002529,Small Business,Finance,Basic,49,690.22,51,52,1,0.9931763261677721,Very High Risk
CUST_001398,Small Business,Education,Business,399,6154.3,65,93,4,0.9931323550834991,Very High Risk
CUST_004026,Small Business,Technology,Basic,49,937.29,40,66,2,0.9931250643432702,Very High Risk
CUST_003194,Small Business,Manufacturing,Basic,49,528.66,50,22,0,0.9931170747862071,Very High Risk
CUST_002990,Mid-Market,Retail,Business,399,5282.93,55,-6,3,0.9930854041548133,Very High Risk
CUST_002253,Mid-Market,Real Estate,Business,399,3739.7,52,11,3,0.9930854041548133,Very High Risk
CUST_000276,Small Business,Technology,Business,399,5177.83,44,75,3,0.9930653047993683,Very High Risk
CUST_001282,Enterprise,Finance,Basic,49,744.2,77,85,3,0.9930345868925129,Very High Risk
CUST_000072,Startup,Manufacturing,Basic,49,996.45,19,69,1,0.9929192009854616,Very High Risk
CUST_000330,Mid-Market,Retail,Professional,149,2738.21,55,40,1,0.9929084232949846,Very High Risk
CUST_000323,Mid-Market,Retail,Basic,49,701.86,42,-27,2,0.9929067020210794,Very High Risk
CUST_003850,Startup,Technology,Basic,49,282.61,30,50,2,0.9928885592790325,Very High Risk
CUST_003250,Startup,Technology,Basic,49,631.24,57,53,3,0.9928329917513206,Very High Risk
CUST_004551,Small Business,Finance,Business,399,4789.33,39,15,2,0.9928195542192347,Very High Risk
CUST_001064,Small Business,Real Estate,Business,399,2768.67,50,12,4,0.9927581180451616,Very High Risk
CUST_002920,Mid-Market,Education,Basic,49,631.01,33,15,2,0.9927151984727032,Very High Risk
CUST_003161,Startup,Technology,Professional,149,1216.06,47,72,1,0.992699884323033,Very High Risk
CUST_003763,Enterprise,Other,Business,399,7440.29,64,48,1,0.9926729684952927,Very High Risk
CUST_001768,Small Business,Healthcare,Basic,49,986.49,81,2,2,0.9926650409071647,Very High Risk
CUST_001660,Mid-Market,Healthcare,Professional,149,2722.84,54,-5,1,0.9926594569915386,Very High Risk
CUST_001243,Mid-Market,Other,Business,399,3950.85,61,-27,2,0.9926326780087185,Very High Risk
CUST_003800,Small Business,Healthcare,Basic,49,192.34,49,0,3,0.9925850799522413,Very High Risk
CUST_003980,Small Business,Retail,Professional,149,3321.75,51,18,1,0.9925830383068418,Very High Risk
CUST_002380,Startup,Technology,Basic,49,593.64,79,37,5,0.9925536128298457,Very High Risk
CUST_000604,Mid-Market,Technology,Basic,49,933.38,62,63,3,0.9924964630283063,Very High Risk
CUST_004074,Startup,Finance,Professional,149,1017.62,66,41,1,0.9924669509743347,Very High Risk
CUST_003869,Enterprise,Manufacturing,Professional,149,920.93,70,42,0,0.9924178048067159,Very High Risk
CUST_003486,Enterprise,Healthcare,Basic,49,357.43,74,-11,2,0.9923461930685411,Very High Risk
CUST_003654,Mid-Market,Retail,Basic,49,841.49,51,2,2,0.9921979249984838,Very High Risk
CUST_002410,Mid-Market,Real Estate,Business,399,2879.46,66,95,0,0.9921827345127407,Very High Risk
CUST_001094,Startup,Technology,Business,399,6405.28,34,72,5,0.9921382360180466,Very High Risk
CUST_001026,Small Business,Healthcare,Basic,49,382.90000000000003,65,-12,3,0.99212670578696,Very High Risk
CUST_000987,Small Business,Finance,Professional,149,1334.15,73,80,1,0.9920223918435204,Very High Risk
CUST_004536,Small Business,Real Estate,Business,399,4734.83,78,1,4,0.9918083964820785,Very High Risk
CUST_001814,Small Business,Technology,Enterprise,999,8875.44,63,8,2,0.991761326437026,Very High Risk
CUST_000142,Mid-Market,Real Estate,Basic,49,1080.76,54,46,0,0.9917500153519544,Very High Risk
CUST_001118,Enterprise,Manufacturing,Professional,149,1081.94,43,64,1,0.9916887598140773,Very High Risk
CUST_000357,Small Business,Retail,Basic,49,1117.44,25,62,2,0.9916325440952134,Very High Risk
CUST_002518,Mid-Market,Healthcare,Business,399,8894.87,77,100,1,0.9915947101812211,Very High Risk
CUST_003510,Small Business,Technology,Professional,149,2102.35,38,53,2,0.9915751983675041,Very High Risk
CUST_000293,Small Business,Finance,Professional,149,1937.52,87,-14,0,0.9914958561545624,Very High Risk
CUST_001319,Mid-Market,Manufacturing,Professional,149,3141.18,52,19,4,0.9914551677295352,Very High Risk
CUST_002230,Small Business,Retail,Professional,149,2286.07,63,-73,2,0.991397203801089,Very High Risk
CUST_000495,Small Business,Education,Business,399,2368.42,54,45,2,0.9912779307453564,Very High Risk
CUST_004196,Mid-Market,Technology,Professional,149,2704.71,65,53,2,0.9912071603483399,Very High Risk
CUST_002601,Startup,Technology,Business,399,4634.94,38,10,2,0.9911383979154855,Very High Risk
CUST_001096,Startup,Finance,Professional,149,758.06,63,10,0,0.9910399775525812,Very High Risk
CUST_003189,Mid-Market,Finance,Basic,49,472.48,43,-30,1,0.9908510894880141,Very High Risk
CUST_002299,Mid-Market,Technology,Business,399,7055.93,68,-12,2,0.9907633642027345,Very High Risk
CUST_000529,Startup,Technology,Basic,49,898.89,37,93,1,0.9907185174852975,Very High Risk
CUST_003894,Mid-Market,Technology,Professional,149,2688.62,40,13,2,0.9906392750693951,Very High Risk
CUST_004018,Small Business,Finance,Basic,49,620.67,70,12,2,0.9905956751994239,Very High Risk
CUST_001502,Small Business,Finance,Basic,49,241.67000000000002,63,67,2,0.9905679180721954,Very High Risk
CUST_003523,Small Business,Technology,Basic,49,885.76,33,72,3,0.9904952464941303,Very High Risk
CUST_000843,Small Business,Real Estate,Basic,49,640.68,62,-8,4,0.990384563458453,Very High Risk
CUST_002834,Mid-Market,Finance,Basic,49,889.8100000000001,54,20,1,0.9901742364284206,Very High Risk
CUST_001666,Mid-Market,Manufacturing,Basic,49,1012.17,61,3,3,0.9901491576239307,Very High Risk
CUST_001367,Small Business,Technology,Business,399,2066.03,57,14,2,0.9900986584907688,Very High Risk
CUST_003535,Mid-Market,Retail,Professional,149,2913.92,53,-25,0,0.9900629040211648,Very High Risk
CUST_003753,Mid-Market,Retail,Basic,49,643.93,46,33,1,0.9899876620608404,Very High Risk
CUST_000893,Small Business,Real Estate,Basic,49,245.56,49,71,0,0.9899655915615659,Very High Risk
CUST_004340,Startup,Education,Professional,149,1388.14,82,34,0,0.989860104500611,Very High Risk
CUST_000947,Mid-Market,Technology,Business,399,6390.74,73,16,0,0.9898221827629808,Very High Risk
CUST_001284,Startup,Education,Enterprise,999,10096.380000000001,51,-32,0,0.9897123001252851,Very High Risk
CUST_002061,Small Business,Healthcare,Basic,49,301.62,43,45,2,0.9896972911200485,Very High Risk
CUST_003981,Mid-Market,Finance,Basic,49,387.46,67,64,2,0.9896673941731017,Very High Risk
CUST_004899,Mid-Market,Finance,Professional,149,2804.15,46,36,1,0.989622471790532,Very High Risk
CUST_000759,Small Business,Technology,Professional,149,1940.27,53,47,3,0.989562385560221,Very High Risk
CUST_000638,Small Business,Retail,Professional,149,1195.06,66,68,4,0.9894223932821907,Very High Risk
CUST_003582,Small Business,Technology,Basic,49,1143.24,58,13,3,0.9894020191873372,Very High Risk
CUST_002483,Small Business,Finance,Professional,149,3645.44,48,27,0,0.9893671974354551,Very High Risk
CUST_003887,Enterprise,Finance,Professional,149,2679.2799999999997,60,49,5,0.9892864758163344,Very High Risk
CUST_000232,Small Business,Education,Basic,49,1078.49,76,9,2,0.989257767029013,Very High Risk
CUST_000952,Mid-Market,Technology,Basic,49,505.91999999999996,56,-25,3,0.9891732226508398,Very High Risk
CUST_003254,Small Business,Healthcare,Basic,49,939.75,58,40,2,0.9891000745105987,Very High Risk
CUST_000680,Small Business,Real Estate,Basic,49,1180.03,41,83,3,0.9890742485099945,Very High Risk
CUST_003648,Startup,Healthcare,Business,399,2365.91,58,-29,4,0.9889304965665506,Very High Risk
CUST_000993,Mid-Market,Technology,Business,399,3655.89,69,-4,0,0.9888891063095632,Very High Risk
CUST_003945,Small Business,Other,Basic,49,348.26,25,76,1,0.9888354503263715,Very High Risk
CUST_000321,Small Business,Technology,Basic,49,509.08,38,51,2,0.9887944429414987,Very High Risk
CUST_002484,Startup,Technology,Basic,49,1056.7,40,53,2,0.9887879359563996,Very High Risk
CUST_001246,Mid-Market,Retail,Basic,49,704.96,65,-33,1,0.9887690174711358,Very High Risk
CUST_001950,Startup,Manufacturing,Professional,149,3477.55,25,94,2,0.9887420856173796,Very High Risk
CUST_004452,Enterprise,Technology,Basic,49,599.39,72,18,2,0.9887367669294015,Very High Risk
CUST_002056,Small Business,Manufacturing,Professional,149,2462.05,15,48,3,0.9886819617924556,Very High Risk
CUST_003862,Small Business,Technology,Basic,49,868.74,53,48,0,0.9886672083126291,Very High Risk
CUST_001849,Startup,Healthcare,Business,399,4631.29,61,60,3,0.98856361701846,Very High Risk
CUST_002985,Enterprise,Manufacturing,Business,399,9209.59,53,-12,3,0.9885030680275768,Very High Risk
CUST_002444,Enterprise,Technology,Professional,149,3162.79,57,30,0,0.9884260031851133,Very High Risk
CUST_001761,Small Business,Healthcare,Business,399,8820.21,85,36,3,0.9882990676295695,Very High Risk
CUST_000178,Small Business,Real Estate,Professional,149,736.3299999999999,61,46,2,0.9882722243611408,Very High Risk
CUST_000939,Mid-Market,Education,Professional,149,2496.64,73,13,3,0.988237916192749,Very High Risk
