customer_id,signup_date,segment,industry,country,plan,mrr,contract_length,number_of_users,support_tickets,usage_score,nps_score,churn_date,is_churned,lifetime_months,total_revenue,clv,last_transaction_date,recency_days,transaction_count,avg_transaction_value,cohort_month
CUST_000059,2021-10-08,Small Business,Healthcare,USA,Basic,49,12,9,3,78,52,,0.0,39.3,1944.57,1944.57,2024-12-08,23,39,49.86076923076923,2021-10
CUST_000060,2020-01-21,Startup,Retail,Other,Basic,49,1,1,0,72,5,,0.0,60.2,3047.59,3047.59,2024-12-21,10,60,50.79316666666667,2020-01
CUST_000061,2022-04-20,Startup,Real Estate,UK,Basic,49,12,3,4,63,7,,0.0,32.9,1604.18,1604.18,2024-12-20,11,33,48.61151515151516,2022-04
CUST_000062,2020-06-15,Startup,Technology,Canada,Basic,49,12,2,1,58,3,,0.0,55.3,2832.22,2832.22,2024-12-15,16,55,51.49490909090909,2020-06
CUST_000063,2023-07-21,Small Business,Finance,Other,Professional,149,1,2,0,87,86,,0.0,17.6,2691.75,2691.75,2024-12-21,10,18,149.54166666666666,2023-07
CUST_000064,2021-01-22,Mid-Market,Technology,Canada,Basic,49,12,18,2,77,5,,0.0,48.0,2408.25,2408.25,2024-12-22,9,48,50.171875,2021-01
CUST_000065,2021-08-23,Mid-Market,Healthcare,USA,Basic,49,12,48,3,88,-28,,0.0,40.9,2056.57,2056.57,2024-12-23,8,41,50.16024390243903,2021-08
CUST_000066,2020-11-11,Mid-Market,Finance,USA,Business,399,12,13,1,84,23,,0.0,50.4,20589.56,20589.56,2024-12-11,20,50,411.7912,2020-11
CUST_000067,2020-01-14,Small Business,Manufacturing,UK,Business,399,36,4,1,41,92,,0.0,60.4,24316.07,24316.07,2024-12-14,17,60,405.26783333333333,2020-01
CUST_000068,2020-08-29,Enterprise,Technology,Australia,Business,399,1,415,0,51,27,,0.0,52.8,21523.52,21523.52,2024-12-28,3,53,406.10415094339623,2020-08
CUST_000069,2022-02-15,Small Business,Finance,France,Enterprise,999,1,5,0,28,27,2023-07-26,1.0,17.5,18134.98,18134.98,2023-07-15,535,18,1007.4988888888888,2022-02
CUST_000070,2023-10-01,Small Business,Retail,Other,Basic,49,24,9,3,33,-23,,0.0,15.2,722.38,722.38,2024-12-01,30,15,48.15866666666667,2023-10
CUST_000071,2021-07-18,Mid-Market,Finance,USA,Basic,49,36,36,0,28,51,,0.0,42.1,2065.34,2065.34,2024-12-18,13,42,49.17476190476191,2021-07
CUST_000072,2022-06-16,Startup,Manufacturing,USA,Basic,49,12,2,1,19,69,2024-02-15,1.0,20.3,996.45,996.45,2024-01-16,350,20,49.822500000000005,2022-06
CUST_000073,2023-09-25,Small Business,Healthcare,USA,Enterprise,999,1,8,2,60,22,2024-02-02,1.0,4.3,4765.79,4765.79,2024-01-25,341,5,953.158,2023-09
CUST_000074,2020-04-01,Enterprise,Other,France,Business,399,12,474,6,88,59,,0.0,57.8,23431.92,23431.92,2024-12-01,30,57,411.08631578947364,2020-04
CUST_000075,2023-10-22,Startup,Finance,USA,Basic,49,1,2,2,72,-89,,0.0,14.5,746.46,746.46,2024-12-22,9,15,49.764,2023-10
CUST_000076,2022-08-13,Enterprise,Retail,USA,Basic,49,24,334,1,78,94,,0.0,29.0,1480.15,1480.15,2024-12-13,18,29,51.039655172413795,2022-08
CUST_000077,2024-01-18,Small Business,Education,Canada,Professional,149,24,6,0,66,34,,0.0,11.6,1768.2,1768.2,2024-12-18,13,12,147.35,2024-01
CUST_000078,2023-12-22,Startup,Healthcare,UK,Basic,49,1,2,4,67,2,,0.0,12.5,642.45,642.45,2024-12-22,9,13,49.41923076923077,2023-12
CUST_000079,2021-05-23,Small Business,Technology,Germany,Professional,149,24,2,1,80,13,,0.0,43.9,6814.38,6814.38,2024-12-23,8,44,154.87227272727273,2021-05
CUST_000080,2022-02-14,Startup,Manufacturing,UK,Enterprise,999,12,4,2,61,100,,0.0,35.0,35667.88,35667.88,2024-12-14,17,35,1019.0822857142856,2022-02
CUST_000081,2020-02-04,Small Business,Finance,UK,Professional,149,36,3,2,67,38,,0.0,59.7,8864.9,8864.9,2024-12-04,27,59,150.25254237288135,2020-02
CUST_000082,2020-07-24,Small Business,Real Estate,UK,Enterprise,999,36,5,4,56,45,,0.0,54.0,55885.24,55885.24,2024-12-24,7,54,1034.911851851852,2020-07
CUST_000083,2023-01-09,Enterprise,Other,Australia,Professional,149,1,238,1,40,32,,0.0,24.1,3750.09,3750.09,2024-12-09,22,24,156.25375,2023-01
CUST_000084,2024-05-04,Mid-Market,Healthcare,USA,Professional,149,1,13,4,62,8,,0.0,8.0,1182.47,1182.47,2024-12-04,27,8,147.80875,2024-05
CUST_000085,2023-11-12,Startup,Finance,USA,Business,399,12,2,1,41,-28,,0.0,13.8,5600.44,5600.44,2024-12-12,19,14,400.03142857142853,2023-11
CUST_000086,2022-10-22,Small Business,Finance,USA,Professional,149,36,8,0,82,60,,0.0,26.7,4125.86,4125.86,2024-12-22,9,27,152.80962962962963,2022-10
CUST_000087,2022-10-18,Small Business,Healthcare,USA,Professional,149,36,6,1,74,15,,0.0,26.8,4094.16,4094.16,2024-12-18,13,27,151.63555555555556,2022-10
CUST_000088,2023-11-14,Small Business,Education,Australia,Business,399,12,8,1,94,26,,0.0,13.8,5616.34,5616.34,2024-12-14,17,14,401.1671428571429,2023-11
CUST_000089,2021-07-19,Small Business,Manufacturing,USA,Business,399,1,2,1,49,72,,0.0,42.0,16846.86,16846.86,2024-12-19,12,42,401.1157142857143,2021-07
CUST_000090,2023-02-03,Enterprise,Finance,Other,Basic,49,1,85,0,37,60,2023-08-27,1.0,6.8,356.13,356.13,2023-08-03,516,7,50.87571428571429,2023-02
CUST_000091,2024-11-30,Small Business,Technology,USA,Basic,49,24,4,4,34,12,,0.0,1.0,96.22,96.22,2024-12-30,1,2,48.11,2024-11
CUST_000092,2024-02-09,Small Business,Healthcare,Australia,Professional,149,12,9,4,96,50,,0.0,10.9,1763.29,1763.29,2024-12-09,22,11,160.2990909090909,2024-02
CUST_000093,2021-12-03,Mid-Market,Healthcare,France,Enterprise,999,12,22,5,57,59,,0.0,37.5,38331.6,38331.6,2024-12-03,28,37,1035.9891891891891,2021-12
CUST_000094,2021-02-05,Mid-Market,Education,Canada,Enterprise,999,12,33,4,35,0,,0.0,47.5,47312.75,47312.75,2024-12-05,26,47,1006.6542553191489,2021-02
CUST_000095,2021-12-30,Enterprise,Technology,Germany,Basic,49,24,407,2,74,13,,0.0,36.6,1868.25,1868.25,2024-12-28,3,37,50.49324324324324,2021-12
CUST_000096,2024-04-28,Small Business,Education,USA,Basic,49,24,5,3,58,42,,0.0,8.2,458.0,458.0,2024-12-28,3,9,50.888888888888886,2024-04
CUST_000097,2020-06-10,Startup,Retail,Canada,Enterprise,999,12,2,3,46,60,,0.0,55.5,56280.87,56280.87,2024-12-10,21,55,1023.2885454545456,2020-06
CUST_000098,2020-07-20,Enterprise,Manufacturing,USA,Basic,49,1,142,2,94,46,,0.0,54.2,2649.4,2649.4,2024-12-20,11,54,49.06296296296296,2020-07
CUST_000099,2022-09-22,Mid-Market,Finance,UK,Basic,49,12,49,2,62,45,2024-07-03,1.0,21.7,1081.32,1081.32,2024-06-22,192,22,49.15090909090909,2022-09
CUST_000100,2020-09-26,Mid-Market,Manufacturing,France,Basic,49,36,15,1,76,13,2021-03-19,1.0,5.8,287.19,287.19,2021-02-26,1404,6,47.865,2020-09
CUST_000101,2022-03-26,Small Business,Retail,USA,Basic,49,12,7,1,73,-6,,0.0,33.7,1742.11,1742.11,2024-12-26,5,34,51.2385294117647,2022-03
CUST_000102,2023-07-18,Small Business,Manufacturing,Australia,Business,399,1,3,3,100,50,,0.0,17.7,7260.69,7260.69,2024-12-18,13,18,403.37166666666667,2023-07
CUST_000103,2021-03-31,Small Business,Finance,USA,Professional,149,1,6,3,60,2,,0.0,45.7,6829.99,6829.99,2024-12-28,3,46,148.47804347826087,2021-03
CUST_000104,2024-01-25,Startup,Finance,UK,Professional,149,1,4,1,45,11,,0.0,11.4,1754.3,1754.3,2024-12-25,6,12,146.19166666666666,2024-01
CUST_000105,2024-10-16,Small Business,Retail,Other,Enterprise,999,1,7,2,51,-42,,0.0,2.5,3030.54,3030.54,2024-12-16,15,3,1010.18,2024-10
CUST_000106,2023-06-29,Startup,Technology,Germany,Basic,49,12,2,1,84,6,,0.0,18.4,943.4,943.4,2024-12-29,2,19,49.652631578947364,2023-06
CUST_000107,2022-10-13,Startup,Finance,Canada,Basic,49,1,2,1,70,13,2023-08-13,1.0,10.1,559.08,559.08,2023-08-13,506,11,50.82545454545455,2022-10
CUST_000108,2024-09-21,Mid-Market,Other,Germany,Business,399,12,28,1,55,-9,,0.0,3.4,1706.89,1706.89,2024-12-21,10,4,426.7225,2024-09
CUST_000109,2020-10-22,Mid-Market,Technology,Other,Business,399,1,29,2,71,-5,,0.0,51.0,21523.67,21523.67,2024-12-22,9,51,422.0327450980392,2020-10
CUST_000110,2024-10-14,Mid-Market,Healthcare,USA,Basic,49,1,43,3,91,33,,0.0,2.6,140.43,140.43,2024-12-14,17,3,46.81,2024-10
CUST_000111,2021-12-20,Mid-Market,Healthcare,Canada,Basic,49,12,47,4,98,51,,0.0,36.9,1870.65,1870.65,2024-12-20,11,37,50.55810810810811,2021-12
CUST_000112,2024-11-07,Startup,Retail,UK,Basic,49,12,3,0,72,52,,0.0,1.8,102.85,102.85,2024-12-07,24,2,51.425,2024-11
CUST_000113,2020-12-03,Small Business,Technology,USA,Professional,149,1,8,1,87,55,,0.0,49.6,7434.47,7434.47,2024-12-03,28,49,151.72387755102042,2020-12
CUST_000114,2022-05-28,Mid-Market,Retail,USA,Basic,49,24,11,1,36,70,,0.0,31.6,1615.97,1615.97,2024-12-28,3,32,50.4990625,2022-05
CUST_000115,2022-12-12,Startup,Technology,USA,Professional,149,1,1,1,77,79,,0.0,25.0,3830.7,3830.7,2024-12-12,19,25,153.22799999999998,2022-12
CUST_000116,2022-03-02,Small Business,Technology,Canada,Basic,49,12,6,2,61,23,,0.0,34.5,1672.03,1672.03,2024-12-02,29,34,49.17735294117647,2022-03
CUST_000117,2020-08-04,Mid-Market,Manufacturing,Australia,Business,399,12,11,2,42,11,,0.0,53.7,21200.97,21200.97,2024-12-04,27,53,400.01830188679247,2020-08
CUST_000118,2022-02-02,Small Business,Healthcare,France,Professional,149,24,3,0,46,60,,0.0,35.4,5295.32,5295.32,2024-12-02,29,35,151.29485714285713,2022-02
CUST_000119,2020-07-06,Small Business,Other,Canada,Professional,149,12,9,1,48,-27,2021-01-28,1.0,6.9,1089.69,1089.69,2021-01-06,1455,7,155.67000000000002,2020-07
CUST_000120,2021-01-14,Startup,Technology,USA,Basic,49,12,2,0,70,26,,0.0,48.2,2412.72,2412.72,2024-12-14,17,48,50.26499999999999,2021-01
CUST_000121,2021-05-07,Enterprise,Finance,USA,Basic,49,12,221,2,42,-3,,0.0,44.5,2206.92,2206.92,2024-12-07,24,44,50.157272727272726,2021-05
CUST_000122,2022-11-30,Mid-Market,Technology,USA,Business,399,12,24,1,79,-1,,0.0,25.4,10308.06,10308.06,2024-12-28,3,26,396.46384615384613,2022-11
CUST_000123,2023-03-26,Small Business,Healthcare,Canada,Business,399,24,5,1,84,8,,0.0,21.5,8896.07,8896.07,2024-12-26,5,22,404.3668181818182,2023-03
CUST_000124,2020-01-15,Mid-Market,Other,USA,Business,399,1,49,4,62,58,,0.0,60.4,24396.49,24396.49,2024-12-15,16,60,406.6081666666667,2020-01
CUST_000125,2020-03-05,Small Business,Real Estate,UK,Business,399,24,4,1,60,100,,0.0,58.7,23185.47,23185.47,2024-12-05,26,58,399.74948275862073,2020-03
CUST_000126,2021-06-04,Small Business,Technology,Other,Basic,49,1,5,2,68,60,,0.0,43.5,2115.77,2115.77,2024-12-04,27,43,49.20395348837209,2021-06
CUST_000127,2023-09-29,Small Business,Retail,Germany,Business,399,36,3,0,55,-44,,0.0,15.3,6390.7,6390.7,2024-12-29,2,16,399.41875,2023-09
CUST_000128,2023-02-26,Startup,Retail,France,Basic,49,12,2,3,94,21,,0.0,22.5,1201.97,1201.97,2024-12-26,5,23,52.259565217391305,2023-02
CUST_000129,2021-10-09,Small Business,Technology,Germany,Basic,49,24,5,3,23,4,2023-08-20,1.0,22.7,1144.54,1144.54,2023-08-09,510,23,49.76260869565217,2021-10
CUST_000130,2024-02-04,Mid-Market,Technology,USA,Business,399,12,27,3,57,-11,,0.0,11.0,4414.45,4414.45,2024-12-04,27,11,401.31363636363636,2024-02
CUST_000131,2022-12-22,Small Business,Real Estate,USA,Business,399,1,9,2,33,22,2024-08-06,1.0,19.8,8007.18,8007.18,2024-07-22,162,20,400.35900000000004,2022-12
CUST_000132,2023-03-08,Startup,Other,France,Business,399,1,3,2,76,1,,0.0,22.1,8953.07,8953.07,2024-12-08,23,22,406.95772727272725,2023-03
CUST_000133,2024-03-02,Small Business,Other,Germany,Business,399,24,5,3,69,-2,,0.0,10.1,4268.12,4268.12,2024-12-02,29,10,426.812,2024-03
CUST_000134,2021-08-15,Mid-Market,Education,Canada,Enterprise,999,12,14,1,80,57,,0.0,41.1,41642.58,41642.58,2024-12-15,16,41,1015.6726829268293,2021-08
CUST_000135,2021-01-26,Startup,Retail,USA,Basic,49,12,2,2,68,37,,0.0,47.8,2371.6,2371.6,2024-12-26,5,48,49.40833333333333,2021-01
CUST_000136,2024-08-25,Small Business,Healthcare,Canada,Enterprise,999,1,4,3,72,95,,0.0,4.3,4729.52,4729.52,2024-12-25,6,5,945.9040000000001,2024-08
CUST_000137,2021-02-22,Mid-Market,Technology,USA,Professional,149,36,33,1,47,-18,,0.0,46.9,7184.95,7184.95,2024-12-22,9,47,152.8712765957447,2021-02
CUST_000138,2020-10-15,Mid-Market,Technology,USA,Business,399,1,27,0,67,-27,2021-02-26,1.0,4.5,2046.22,2046.22,2021-02-15,1415,5,409.244,2020-10
CUST_000139,2021-01-13,Enterprise,Manufacturing,USA,Business,399,1,92,5,49,17,,0.0,48.3,20015.68,20015.68,2024-12-13,18,48,416.99333333333334,2021-01
CUST_000140,2024-12-01,Startup,Education,UK,Professional,149,36,1,4,77,10,,0.0,1.0,136.19,136.19,2024-12-01,30,1,136.19,2024-12
CUST_000141,2024-02-22,Mid-Market,Education,USA,Business,399,36,17,0,46,56,,0.0,10.4,4516.46,4516.46,2024-12-22,9,11,410.5872727272727,2024-02
CUST_000142,2020-08-18,Mid-Market,Real Estate,USA,Basic,49,1,10,0,54,46,2022-06-12,1.0,22.1,1080.76,1080.76,2022-05-18,958,22,49.125454545454545,2020-08
CUST_000143,2022-10-14,Startup,Real Estate,Germany,Enterprise,999,24,4,3,63,53,,0.0,27.0,27349.83,27349.83,2024-12-14,17,27,1012.9566666666667,2022-10
CUST_000144,2020-02-10,Mid-Market,Other,Canada,Basic,49,1,45,1,95,-32,,0.0,59.5,2925.45,2925.45,2024-12-10,21,59,49.583898305084745,2020-02
CUST_000145,2022-11-17,Enterprise,Technology,UK,Basic,49,1,205,1,65,19,,0.0,25.8,1297.5,1297.5,2024-12-17,14,26,49.90384615384615,2022-11
CUST_000146,2020-05-14,Enterprise,Manufacturing,UK,Basic,49,24,88,3,100,-45,,0.0,56.4,2836.95,2836.95,2024-12-14,17,56,50.659821428571426,2020-05
CUST_000147,2020-07-19,Mid-Market,Retail,Other,Basic,49,24,31,4,92,72,,0.0,54.2,2693.89,2693.89,2024-12-19,12,54,49.88685185185185,2020-07
CUST_000148,2022-02-18,Mid-Market,Healthcare,USA,Basic,49,1,38,2,58,-3,,0.0,34.9,1699.5,1699.5,2024-12-18,13,35,48.55714285714286,2022-02
CUST_000149,2022-07-18,Small Business,Other,USA,Basic,49,1,9,2,73,28,,0.0,29.9,1478.2,1478.2,2024-12-18,13,30,49.27333333333333,2022-07
CUST_000150,2022-11-22,Mid-Market,Real Estate,Canada,Professional,149,1,36,5,76,-29,,0.0,25.7,3986.67,3986.67,2024-12-22,9,26,153.33346153846153,2022-11
CUST_000151,2022-12-07,Mid-Market,Technology,USA,Professional,149,24,13,6,6,-2,2023-04-25,1.0,4.6,795.69,795.69,2023-04-07,634,5,159.138,2022-12
CUST_000152,2021-05-17,Startup,Technology,Canada,Basic,49,36,4,0,30,17,2023-03-29,1.0,22.7,1126.8799999999999,1126.8799999999999,2023-03-17,655,23,48.994782608695644,2021-05
CUST_000153,2021-02-10,Small Business,Manufacturing,Canada,Basic,49,1,9,1,73,25,,0.0,47.3,2264.08,2264.08,2024-12-10,21,47,48.17191489361702,2021-02
CUST_000154,2024-05-16,Small Business,Retail,Other,Enterprise,999,24,8,0,75,33,,0.0,7.6,8129.01,8129.01,2024-12-16,15,8,1016.12625,2024-05
CUST_000155,2024-10-17,Small Business,Other,Australia,Basic,49,1,3,3,68,58,,0.0,2.5,144.22,144.22,2024-12-17,14,3,48.07333333333333,2024-10
CUST_000156,2022-03-15,Mid-Market,Technology,Other,Basic,49,12,13,1,42,71,,0.0,34.1,1692.93,1692.93,2024-12-15,16,34,49.792058823529416,2022-03
CUST_000157,2020-04-08,Small Business,Technology,USA,Basic,49,1,5,3,100,56,,0.0,57.6,2854.0,2854.0,2024-12-08,23,57,50.07017543859649,2020-04
CUST_000158,2021-11-14,Small Business,Healthcare,Australia,Basic,49,12,3,2,76,34,2023-09-07,1.0,22.1,1089.6100000000001,1089.6100000000001,2023-08-14,505,22,49.527727272727276,2021-11
CUST_000159,2021-12-26,Small Business,Technology,USA,Business,399,1,3,1,85,4,,0.0,36.7,15094.869999999999,15094.869999999999,2024-12-26,5,37,407.9694594594594,2021-12
